NHGISCODE,GJOIN1970,GJOIN1980,GJOIN1990,GJOIN2000,GJOIN2010,GJOIN2012,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,TRACTA,NAME1970,NAME1980,NAME1990,NAME2000,NAME2010,NAME2012,AV0AA1970,AV0AA1980,AV0AA1990,AV0AA2000,AV0AA2010,AV0AA125,AV0AA125M
"G4100430030300",,"G41004300303","G41004300303","G4100430030300","G4100430030300","G4100430030300","Oregon","41","410","Linn County","043","0430","030300",,"State: 41 County: 043 Tract: 303","Tract 303","Census Tract 303","Census Tract 303","Census Tract 303, Linn County, Oregon",,2793,2606,2544,2331,2194,243
"G4100430030400",,"G41004300304",,,,,"Oregon","41","410","Linn County","043","0430","030400",,"State: 41 County: 043 Tract: 304",,,,,,10464,,,,,
"G4100430030401",,,"G4100430030401","G4100430030401","G4100430030401","G4100430030401","Oregon","41","410","Linn County","043","0430","030401",,,"Tract 304.01","Census Tract 304.01","Census Tract 304.01","Census Tract 304.01, Linn County, Oregon",,,5705,6375,6432,6312,461
"G4100430030402",,,"G4100430030402","G4100430030402","G4100430030402","G4100430030402","Oregon","41","410","Linn County","043","0430","030402",,,"Tract 304.02","Census Tract 304.02","Census Tract 304.02","Census Tract 304.02, Linn County, Oregon",,,4732,5829,6687,6793,431
"G4100430030500",,"G41004300305","G41004300305","G4100430030500","G4100430030500","G4100430030500","Oregon","41","410","Linn County","043","0430","030500",,"State: 41 County: 043 Tract: 305","Tract 305","Census Tract 305","Census Tract 305","Census Tract 305, Linn County, Oregon",,3659,3768,4029,4180,4394,470
"G4100430030600",,"G41004300306","G41004300306","G4100430030600","G4100430030600","G4100430030600","Oregon","41","410","Linn County","043","0430","030600",,"State: 41 County: 043 Tract: 306","Tract 306","Census Tract 306","Census Tract 306","Census Tract 306, Linn County, Oregon",,4926,4971,5699,6694,6890,494
"G4100430030700",,"G41004300307","G41004300307","G4100430030700","G4100430030700","G4100430030700","Oregon","41","410","Linn County","043","0430","030700",,"State: 41 County: 043 Tract: 307","Tract 307","Census Tract 307","Census Tract 307","Census Tract 307, Linn County, Oregon",,3553,3463,3732,4019,3743,276
"G4100430030800",,"G41004300308","G41004300308","G4100430030800","G4100430030800","G4100430030800","Oregon","41","410","Linn County","043","0430","030800",,"State: 41 County: 043 Tract: 308","Tract 308","Census Tract 308","Census Tract 308","Census Tract 308, Linn County, Oregon",,7206,7087,7684,7779,7797,537
"G4100430030900",,"G41004300309",,,,,"Oregon","41","410","Linn County","043","0430","030900",,"State: 41 County: 043 Tract: 309",,,,,,12549,,,,,
"G4100430030901",,,"G4100430030901",,,,"Oregon","41","410","Linn County","043","0430","030901",,,"Tract 309.01",,,,,,7788,,,,
"G4100430030902",,,"G4100430030902","G4100430030902","G4100430030902","G4100430030902","Oregon","41","410","Linn County","043","0430","030902",,,"Tract 309.02","Census Tract 309.02","Census Tract 309.02","Census Tract 309.02, Linn County, Oregon",,,5205,6441,7338,7269,581
"G4100430030903",,,,"G4100430030903","G4100430030903","G4100430030903","Oregon","41","410","Linn County","043","0430","030903",,,,"Census Tract 309.03","Census Tract 309.03","Census Tract 309.03, Linn County, Oregon",,,,5200,6003,6253,456
"G4100430030904",,,,"G4100430030904","G4100430030904","G4100430030904","Oregon","41","410","Linn County","043","0430","030904",,,,"Census Tract 309.04","Census Tract 309.04","Census Tract 309.04, Linn County, Oregon",,,,3397,4035,3603,350
"G4100430031096",,,"G4100430031096",,,,"Oregon","41","410","Linn County","043","0430","031096",,,"Tract 310.96",,,,,,0,,,,
"G4100430031097",,,"G4100430031097",,,,"Oregon","41","410","Linn County","043","0430","031097",,,"Tract 310.97",,,,,,0,,,,
"G4100430031098",,,"G4100430031098",,,,"Oregon","41","410","Linn County","043","0430","031098",,,"Tract 310.98",,,,,,10,,,,
"G4100450940000",,,,,"G4100450940000","G4100450940000","Oregon","41","410","Malheur County","045","0450","940000",,,,,"Census Tract 9400","Census Tract 9400, Malheur County, Oregon",,,,,0,0,12
"G4100450960500",,,,"G4100450960500",,,"Oregon","41","410","Malheur County","045","0450","960500",,,,"Census Tract 9605",,,,,,0,,,
"G4100450970100",,,,"G4100450970100",,,"Oregon","41","410","Malheur County","045","0450","970100",,,,"Census Tract 9701",,,,,,5076,,,
"G4100450970198",,,"G4100450970198",,,,"Oregon","41","410","Malheur County","045","0450","970198",,,"BNA 9701.98",,,,,,1864,,,,
"G4100450970200",,,"G41004509702","G4100450970200","G4100450970200","G4100450970200","Oregon","41","410","Malheur County","045","0450","970200",,,"BNA 9702","Census Tract 9702","Census Tract 9702","Census Tract 9702, Malheur County, Oregon",,,3820,4449,4579,5294,513
"G4100450970300",,,"G41004509703","G4100450970300","G4100450970300","G4100450970300","Oregon","41","410","Malheur County","045","0450","970300",,,"BNA 9703","Census Tract 9703","Census Tract 9703","Census Tract 9703, Malheur County, Oregon",,,3902,4006,4090,4406,387
"G4100450970400",,,"G41004509704","G4100450970400","G4100450970400","G4100450970400","Oregon","41","410","Malheur County","045","0450","970400",,,"BNA 9704","Census Tract 9704","Census Tract 9704","Census Tract 9704, Malheur County, Oregon",,,4473,5549,5426,4959,416
"G4100450970500",,,"G41004509705","G4100450970500","G4100450970500","G4100450970500","Oregon","41","410","Malheur County","045","0450","970500",,,"BNA 9705","Census Tract 9705","Census Tract 9705","Census Tract 9705, Malheur County, Oregon",,,4843,5173,5137,5415,397
"G4100450970600",,,"G41004509706","G4100450970600","G4100450970600","G4100450970600","Oregon","41","410","Malheur County","045","0450","970600",,,"BNA 9706","Census Tract 9706","Census Tract 9706","Census Tract 9706, Malheur County, Oregon",,,3904,4628,4462,4105,398
"G4100450970700",,,"G41004509707","G4100450970700","G4100450970700","G4100450970700","Oregon","41","410","Malheur County","045","0450","970700",,,"BNA 9707","Census Tract 9707","Census Tract 9707","Census Tract 9707, Malheur County, Oregon",,,1785,1903,1720,1527,147
"G4100450970800",,,"G41004509708","G4100450970800",,,"Oregon","41","410","Malheur County","045","0450","970800",,,"BNA 9708","Census Tract 9708",,,,,1447,831,,,
"G4100450970900",,,,,"G4100450970900","G4100450970900","Oregon","41","410","Malheur County","045","0450","970900",,,,,"Census Tract 9709","Census Tract 9709, Malheur County, Oregon",,,,,5899,5351,329
"G4100470000100","G41004700001","G41004700001","G41004700001",,,,"Oregon","41","410","Marion County","047","0470","000100","Tract    1","State: 41 County: 047 Tract: 1","Tract 1",,,,1369,818,764,,,,
"G4100470000200","G41004700002","G41004700002","G41004700002","G4100470000200","G4100470000200","G4100470000200","Oregon","41","410","Marion County","047","0470","000200","Tract    2","State: 41 County: 047 Tract: 2","Tract 2","Census Tract 2","Census Tract 2","Census Tract 2, Marion County, Oregon",3897,3078,2869,3626,3233,3356,362
"G4100470000300","G41004700003","G41004700003","G41004700003","G4100470000300","G4100470000300","G4100470000300","Oregon","41","410","Marion County","047","0470","000300","Tract    3","State: 41 County: 047 Tract: 3","Tract 3","Census Tract 3","Census Tract 3","Census Tract 3, Marion County, Oregon",4864,4246,4582,4979,5014,4863,465
"G4100470000400","G41004700004","G41004700004","G41004700004","G4100470000400","G4100470000400","G4100470000400","Oregon","41","410","Marion County","047","0470","000400","Tract    4","State: 41 County: 047 Tract: 4","Tract 4","Census Tract 4","Census Tract 4","Census Tract 4, Marion County, Oregon",3995,4258,4206,5388,4938,5053,461
"G4100470000500","G41004700005","G41004700005","G41004700005","G4100470000500",,,"Oregon","41","410","Marion County","047","0470","000500","Tract    5","State: 41 County: 047 Tract: 5","Tract 5","Census Tract 5",,,4688,5854,6650,8416,,,
"G4100470000501",,,,,"G4100470000501","G4100470000501","Oregon","41","410","Marion County","047","0470","000501",,,,,"Census Tract 5.01","Census Tract 5.01, Marion County, Oregon",,,,,3733,3584,452
"G4100470000502",,,,,"G4100470000502","G4100470000502","Oregon","41","410","Marion County","047","0470","000502",,,,,"Census Tract 5.02","Census Tract 5.02, Marion County, Oregon",,,,,5326,4971,488
"G4100470000600","G41004700006","G41004700006","G41004700006","G4100470000600","G4100470000600","G4100470000600","Oregon","41","410","Marion County","047","0470","000600","Tract    6","State: 41 County: 047 Tract: 6","Tract 6","Census Tract 6","Census Tract 6","Census Tract 6, Marion County, Oregon",5164,4511,4844,5014,4858,5144,489
"G4100470000700","G41004700007","G41004700007","G41004700007","G4100470000700",,,"Oregon","41","410","Marion County","047","0470","000700","Tract    7","State: 41 County: 047 Tract: 7","Tract 7","Census Tract 7",,,4901,3691,4043,4462,,,
"G4100470000701",,,,,"G4100470000701","G4100470000701","Oregon","41","410","Marion County","047","0470","000701",,,,,"Census Tract 7.01","Census Tract 7.01, Marion County, Oregon",,,,,8135,7718,549
"G4100470000800","G41004700008","G41004700008","G41004700008","G4100470000800",,,"Oregon","41","410","Marion County","047","0470","000800","Tract    8","State: 41 County: 047 Tract: 8","Tract 8","Census Tract 8",,,1284,2252,3365,3388,,,
"G4100470000900","G41004700009","G41004700009","G41004700009","G4100470000900","G4100470000900","G4100470000900","Oregon","41","410","Marion County","047","0470","000900","Tract    9","State: 41 County: 047 Tract: 9","Tract 9","Census Tract 9","Census Tract 9","Census Tract 9, Marion County, Oregon",6083,5797,6459,5844,5782,5582,557
"G4100470001000","G41004700010","G41004700010","G41004700010","G4100470001000","G4100470001000","G4100470001000","Oregon","41","410","Marion County","047","0470","001000","Tract   10","State: 41 County: 047 Tract: 10","Tract 10","Census Tract 10","Census Tract 10","Census Tract 10, Marion County, Oregon",2342,2512,2632,4065,3870,3823,418
"G4100470001100","G41004700011","G41004700011","G41004700011","G4100470001100","G4100470001100","G4100470001100","Oregon","41","410","Marion County","047","0470","001100","Tract   11","State: 41 County: 047 Tract: 11","Tract 11","Census Tract 11","Census Tract 11","Census Tract 11, Marion County, Oregon",4099,4398,4653,4479,4543,4494,311
"G4100470001200","G41004700012","G41004700012","G41004700012","G4100470001200","G4100470001200","G4100470001200","Oregon","41","410","Marion County","047","0470","001200","Tract   12","State: 41 County: 047 Tract: 12","Tract 12","Census Tract 12","Census Tract 12","Census Tract 12, Marion County, Oregon",4284,3760,3798,3694,3593,3287,365
"G4100470001300","G41004700013","G41004700013","G41004700013","G4100470001300","G4100470001300","G4100470001300","Oregon","41","410","Marion County","047","0470","001300","Tract   13","State: 41 County: 047 Tract: 13","Tract 13","Census Tract 13","Census Tract 13","Census Tract 13, Marion County, Oregon",3461,3385,3582,3829,4040,3932,273
"G4100470001400","G41004700014","G41004700014","G41004700014","G4100470001400",,,"Oregon","41","410","Marion County","047","0470","001400","Tract   14","State: 41 County: 047 Tract: 14","Tract 14","Census Tract 14",,,4963,6643,7334,10237,,,
"G4100470001401",,,,,"G4100470001401","G4100470001401","Oregon","41","410","Marion County","047","0470","001401",,,,,"Census Tract 14.01","Census Tract 14.01, Marion County, Oregon",,,,,5666,5937,336
"G4100470001402",,,,,"G4100470001402","G4100470001402","Oregon","41","410","Marion County","047","0470","001402",,,,,"Census Tract 14.02","Census Tract 14.02, Marion County, Oregon",,,,,5662,5793,536
"G4100470001500","G41004700015","G41004700015","G41004700015",,,,"Oregon","41","410","Marion County","047","0470","001500","Tract   15","State: 41 County: 047 Tract: 15","Tract 15",,,,6273,10395,11553,,,,
"G4100470001501",,,,"G4100470001501","G4100470001501","G4100470001501","Oregon","41","410","Marion County","047","0470","001501",,,,"Census Tract 15.01","Census Tract 15.01","Census Tract 15.01, Marion County, Oregon",,,,4122,4408,4278,252
"G4100470001502",,,,"G4100470001502","G4100470001502","G4100470001502","Oregon","41","410","Marion County","047","0470","001502",,,,"Census Tract 15.02","Census Tract 15.02","Census Tract 15.02, Marion County, Oregon",,,,4707,5253,5151,329
"G4100470001503",,,,"G4100470001503","G4100470001503","G4100470001503","Oregon","41","410","Marion County","047","0470","001503",,,,"Census Tract 15.03","Census Tract 15.03","Census Tract 15.03, Marion County, Oregon",,,,5028,5410,5210,375
"G4100470001600","G41004700016","G41004700016","G41004700016",,,,"Oregon","41","410","Marion County","047","0470","001600","Tract   16","State: 41 County: 047 Tract: 16","Tract 16",,,,6837,14639,17546,,,,
"G4100470001601",,,,"G4100470001601","G4100470001601","G4100470001601","Oregon","41","410","Marion County","047","0470","001601",,,,"Census Tract 16.01","Census Tract 16.01","Census Tract 16.01, Marion County, Oregon",,,,7148,7668,7408,594
"G4100470001602",,,,"G4100470001602","G4100470001602","G4100470001602","Oregon","41","410","Marion County","047","0470","001602",,,,"Census Tract 16.02","Census Tract 16.02","Census Tract 16.02, Marion County, Oregon",,,,7546,9286,8448,734
"G4100470001603",,,,"G4100470001603","G4100470001603","G4100470001603","Oregon","41","410","Marion County","047","0470","001603",,,,"Census Tract 16.03","Census Tract 16.03","Census Tract 16.03, Marion County, Oregon",,,,5408,6964,6799,466
"G4100470001604",,,,"G4100470001604","G4100470001604","G4100470001604","Oregon","41","410","Marion County","047","0470","001604",,,,"Census Tract 16.04","Census Tract 16.04","Census Tract 16.04, Marion County, Oregon",,,,7086,8364,7585,670
"G4100470001700","G41004700017","G41004700017","G41004700017",,,,"Oregon","41","410","Marion County","047","0470","001700","Tract   17","State: 41 County: 047 Tract: 17","Tract 17",,,,4125,8545,10299,,,,
"G4100470001701",,,,"G4100470001701","G4100470001701","G4100470001701","Oregon","41","410","Marion County","047","0470","001701",,,,"Census Tract 17.01","Census Tract 17.01","Census Tract 17.01, Marion County, Oregon",,,,5228,6409,6494,614
"G4100470001702",,,,"G4100470001702","G4100470001702","G4100470001702","Oregon","41","410","Marion County","047","0470","001702",,,,"Census Tract 17.02","Census Tract 17.02","Census Tract 17.02, Marion County, Oregon",,,,4810,5564,6136,492
"G4100470001703",,,,"G4100470001703","G4100470001703","G4100470001703","Oregon","41","410","Marion County","047","0470","001703",,,,"Census Tract 17.03","Census Tract 17.03","Census Tract 17.03, Marion County, Oregon",,,,3782,4337,4902,383
"G4100470001800","G41004700018","G41004700018","G41004700018",,,,"Oregon","41","410","Marion County","047","0470","001800","Tract   18","State: 41 County: 047 Tract: 18","Tract 18",,,,5629,12730,13872,,,,
"G4100470001801",,,,"G4100470001801","G4100470001801","G4100470001801","Oregon","41","410","Marion County","047","0470","001801",,,,"Census Tract 18.01","Census Tract 18.01","Census Tract 18.01, Marion County, Oregon",,,,5570,6501,6811,684
"G4100470001802",,,,"G4100470001802","G4100470001802","G4100470001802","Oregon","41","410","Marion County","047","0470","001802",,,,"Census Tract 18.02","Census Tract 18.02","Census Tract 18.02, Marion County, Oregon",,,,6004,7686,8151,807
"G4100470001803",,,,"G4100470001803","G4100470001803","G4100470001803","Oregon","41","410","Marion County","047","0470","001803",,,,"Census Tract 18.03","Census Tract 18.03","Census Tract 18.03, Marion County, Oregon",,,,5000,5293,4611,625
"G4100470001900","G41004700019","G41004700019","G41004700019",,,,"Oregon","41","410","Marion County","047","0470","001900","Tract   19","State: 41 County: 047 Tract: 19","Tract 19",,,,2296,1553,906,,,,
"G4100470002000","G41004700020","G41004700020","G41004700020","G4100470002000","G4100470002000","G4100470002000","Oregon","41","410","Marion County","047","0470","002000","Tract   20","State: 41 County: 047 Tract: 20","Tract 20","Census Tract 20","Census Tract 20","Census Tract 20, Marion County, Oregon",1210,1852,3649,6532,9208,9383,682
"G4100470002100","G41004700021","G41004700021","G41004700021","G4100470002100",,,"Oregon","41","410","Marion County","047","0470","002100","Tract   21","State: 41 County: 047 Tract: 21","Tract 21","Census Tract 21",,,5014,6994,7678,8711,,,
"G4100470002101",,,,,"G4100470002101","G4100470002101","Oregon","41","410","Marion County","047","0470","002101",,,,,"Census Tract 21.01","Census Tract 21.01, Marion County, Oregon",,,,,2256,2148,219
"G4100470002102",,,,,"G4100470002102","G4100470002102","Oregon","41","410","Marion County","047","0470","002102",,,,,"Census Tract 21.02","Census Tract 21.02, Marion County, Oregon",,,,,6067,6218,558
"G4100470002200","G41004700022","G41004700022","G41004700022","G4100470002200",,,"Oregon","41","410","Marion County","047","0470","002200","Tract   22","State: 41 County: 047 Tract: 22","Tract 22","Census Tract 22",,,5688,7201,7795,8262,,,
"G4100470002201",,,,,"G4100470002201","G4100470002201","Oregon","41","410","Marion County","047","0470","002201",,,,,"Census Tract 22.01","Census Tract 22.01, Marion County, Oregon",,,,,1977,2538,412
"G4100470002202",,,,,"G4100470002202","G4100470002202","Oregon","41","410","Marion County","047","0470","002202",,,,,"Census Tract 22.02","Census Tract 22.02, Marion County, Oregon",,,,,6230,6489,438
"G4100470002300","G41004700023","G41004700023","G41004700023",,,,"Oregon","41","410","Marion County","047","0470","002300","Tract   23","State: 41 County: 047 Tract: 23","Tract 23",,,,1284,6364,9279,,,,
"G4100470002301",,,,"G4100470002301","G4100470002301","G4100470002301","Oregon","41","410","Marion County","047","0470","002301",,,,"Census Tract 23.01","Census Tract 23.01","Census Tract 23.01, Marion County, Oregon",,,,3164,3176,2979,198
"G4100470002302",,,,"G4100470002302",,,"Oregon","41","410","Marion County","047","0470","002302",,,,"Census Tract 23.02",,,,,,10203,,,
"G4100470002303",,,,,"G4100470002303","G4100470002303","Oregon","41","410","Marion County","047","0470","002303",,,,,"Census Tract 23.03","Census Tract 23.03, Marion County, Oregon",,,,,7142,7217,513
"G4100470002304",,,,,"G4100470002304","G4100470002304","Oregon","41","410","Marion County","047","0470","002304",,,,,"Census Tract 23.04","Census Tract 23.04, Marion County, Oregon",,,,,5081,5296,331
"G4100470002400","G41004700024","G41004700024","G41004700024","G4100470002400","G4100470002400","G4100470002400","Oregon","41","410","Marion County","047","0470","002400","Tract   24","State: 41 County: 047 Tract: 24","Tract 24","Census Tract 24","Census Tract 24","Census Tract 24, Marion County, Oregon",925,1784,2113,2883,3435,3532,315
"G4100470002500","G41004700025","G41004700025","G41004700025","G4100470002500",,,"Oregon","41","410","Marion County","047","0470","002500","Tract   25","State: 41 County: 047 Tract: 25","Tract 25","Census Tract 25",,,4926,6242,6601,11794,,,
"G4100470002501",,,,,"G4100470002501","G4100470002501","Oregon","41","410","Marion County","047","0470","002501",,,,,"Census Tract 25.01","Census Tract 25.01, Marion County, Oregon",,,,,8868,8675,414
"G4100470002502",,,,,"G4100470002502","G4100470002502","Oregon","41","410","Marion County","047","0470","002502",,,,,"Census Tract 25.02","Census Tract 25.02, Marion County, Oregon",,,,,5033,5122,551
"G4100470002600","G41004700026","G41004700026","G41004700026","G4100470002600","G4100470002600","G4100470002600","Oregon","41","410","Marion County","047","0470","002600","Tract   26","State: 41 County: 047 Tract: 26","Tract 26","Census Tract 26","Census Tract 26","Census Tract 26, Marion County, Oregon",1841,1962,1947,2077,2030,2096,264
"G4100470002700","G41004700027","G41004700027","G41004700027","G4100470002700","G4100470002700","G4100470002700","Oregon","41","410","Marion County","047","0470","002700","Tract   27","State: 41 County: 047 Tract: 27","Tract 27","Census Tract 27","Census Tract 27","Census Tract 27, Marion County, Oregon",3658,6501,6911,7540,8510,8961,490
"G4100470002800","G41004700028","G41004700028","G41004700028","G4100470002800","G4100470002800","G4100470002800","Oregon","41","410","Marion County","047","0470","002800","Tract   28","State: 41 County: 047 Tract: 28","Tract 28","Census Tract 28","Census Tract 28","Census Tract 28, Marion County, Oregon",1073,2321,2957,3585,3852,3946,329
"G4100470010100","G41004700101","G41004700101","G41004700101","G4100470010100","G4100470010100","G4100470010100","Oregon","41","410","Marion County","047","0470","010100","Tract  101","State: 41 County: 047 Tract: 101","Tract 101","Census Tract 101","Census Tract 101","Census Tract 101, Marion County, Oregon",1570,1716,1623,1811,1477,1507,153
"G4100470010200","G41004700102","G41004700102","G41004700102","G4100470010200",,,"Oregon","41","410","Marion County","047","0470","010200","Tract  102","State: 41 County: 047 Tract: 102","Tract 102","Census Tract 102",,,4571,6973,7736,8527,,,
"G4100470010201",,,,,"G4100470010201","G4100470010201","Oregon","41","410","Marion County","047","0470","010201",,,,,"Census Tract 102.01","Census Tract 102.01, Marion County, Oregon",,,,,2632,2392,311
"G4100470010202",,,,,"G4100470010202","G4100470010202","Oregon","41","410","Marion County","047","0470","010202",,,,,"Census Tract 102.02","Census Tract 102.02, Marion County, Oregon",,,,,7205,7398,531
"G4100470010300","G41004700103","G41004700103",,,,,"Oregon","41","410","Marion County","047","0470","010300","Tract  103","State: 41 County: 047 Tract: 103",,,,,12165,16379,,,,,
"G4100470010301",,,"G4100470010301","G4100470010301",,,"Oregon","41","410","Marion County","047","0470","010301",,,"Tract 103.01","Census Tract 103.01",,,,,7486,11511,,,
"G4100470010302",,,"G4100470010302",,,,"Oregon","41","410","Marion County","047","0470","010302",,,"Tract 103.02",,,,,,10988,,,,
"G4100470010303",,,,"G4100470010303","G4100470010303","G4100470010303","Oregon","41","410","Marion County","047","0470","010303",,,,"Census Tract 103.03","Census Tract 103.03","Census Tract 103.03, Marion County, Oregon",,,,4533,4834,5242,409
"G4100470010304",,,,"G4100470010304","G4100470010304","G4100470010304","Oregon","41","410","Marion County","047","0470","010304",,,,"Census Tract 103.04","Census Tract 103.04","Census Tract 103.04, Marion County, Oregon",,,,5582,6435,6325,609
"G4100470010305",,,,"G4100470010305","G4100470010305","G4100470010305","Oregon","41","410","Marion County","047","0470","010305",,,,"Census Tract 103.05","Census Tract 103.05","Census Tract 103.05, Marion County, Oregon",,,,4358,4509,4540,448
"G4100470010306",,,,,"G4100470010306","G4100470010306","Oregon","41","410","Marion County","047","0470","010306",,,,,"Census Tract 103.06","Census Tract 103.06, Marion County, Oregon",,,,,9060,8983,661
"G4100470010307",,,,,"G4100470010307","G4100470010307","Oregon","41","410","Marion County","047","0470","010307",,,,,"Census Tract 103.07","Census Tract 103.07, Marion County, Oregon",,,,,5724,5041,442
"G4100470010400","G41004700104","G41004700104","G41004700104","G4100470010400","G4100470010400","G4100470010400","Oregon","41","410","Marion County","047","0470","010400","Tract  104","State: 41 County: 047 Tract: 104","Tract 104","Census Tract 104","Census Tract 104","Census Tract 104, Marion County, Oregon",3684,4690,4537,4940,4999,5240,423
"G4100470010500","G41004700105","G41004700105","G41004700105",,,,"Oregon","41","410","Marion County","047","0470","010500","Tract  105","State: 41 County: 047 Tract: 105","Tract 105",,,,8472,10817,11737,,,,
"G4100470010501",,,,"G4100470010501","G4100470010501","G4100470010501","Oregon","41","410","Marion County","047","0470","010501",,,,"Census Tract 105.01","Census Tract 105.01","Census Tract 105.01, Marion County, Oregon",,,,4934,5436,5489,470
"G4100470010502",,,,"G4100470010502","G4100470010502","G4100470010502","Oregon","41","410","Marion County","047","0470","010502",,,,"Census Tract 105.02","Census Tract 105.02","Census Tract 105.02, Marion County, Oregon",,,,4870,5953,6207,415
"G4100470010503",,,,"G4100470010503","G4100470010503","G4100470010503","Oregon","41","410","Marion County","047","0470","010503",,,,"Census Tract 105.03","Census Tract 105.03","Census Tract 105.03, Marion County, Oregon",,,,3910,3870,3674,313
"G4100470010600","G41004700106","G41004700106","G41004700106","G4100470010600","G4100470010600","G4100470010600","Oregon","41","410","Marion County","047","0470","010600","Tract  106","State: 41 County: 047 Tract: 106","Tract 106","Census Tract 106","Census Tract 106","Census Tract 106, Marion County, Oregon",2201,2424,2665,2701,2471,2335,264
"G4100470010700","G41004700107","G41004700107","G41004700107",,,,"Oregon","41","410","Marion County","047","0470","010700","Tract  107","State: 41 County: 047 Tract: 107","Tract 107",,,,6343,8520,9509,,,,
"G4100470010701",,,,"G4100470010701","G4100470010701","G4100470010701","Oregon","41","410","Marion County","047","0470","010701",,,,"Census Tract 107.01","Census Tract 107.01","Census Tract 107.01, Marion County, Oregon",,,,7051,7922,8092,427
"G4100470010702",,,,"G4100470010702","G4100470010702","G4100470010702","Oregon","41","410","Marion County","047","0470","010702",,,,"Census Tract 107.02","Census Tract 107.02","Census Tract 107.02, Marion County, Oregon",,,,5424,6375,6719,493
"G4100470010800","G41004700108","G41004700108",,,,,"Oregon","41","410","Marion County","047","0470","010800","Tract  108","State: 41 County: 047 Tract: 108",,,,,6130,8887,,,,,
"G4100470010801",,,,"G4100470010801","G4100470010801","G4100470010801","Oregon","41","410","Marion County","047","0470","010801",,,,"Census Tract 108.01","Census Tract 108.01","Census Tract 108.01, Marion County, Oregon",,,,5712,5992,5894,604
"G4100470010802",,,,"G4100470010802","G4100470010802","G4100470010802","Oregon","41","410","Marion County","047","0470","010802",,,,"Census Tract 108.02","Census Tract 108.02","Census Tract 108.02, Marion County, Oregon",,,,5359,6040,6192,659
"G4100470010898",,,"G4100470010898",,,,"Oregon","41","410","Marion County","047","0470","010898",,,"Tract 108.98",,,,,,9306,,,,
"G4100470010998",,,"G4100470010998",,,,"Oregon","41","410","Marion County","047","0470","010998",,,"Tract 109.98",,,,,,0,,,,
"G4100470011094",,,"G4100470011094",,,,"Oregon","41","410","Marion County","047","0470","011094",,,"Tract 110.94",,,,,,0,,,,
"G4100470011095",,,"G4100470011095",,,,"Oregon","41","410","Marion County","047","0470","011095",,,"Tract 110.95",,,,,,0,,,,
"G4100470011096",,,"G4100470011096",,,,"Oregon","41","410","Marion County","047","0470","011096",,,"Tract 110.96",,,,,,0,,,,
"G4100470011097",,,"G4100470011097",,,,"Oregon","41","410","Marion County","047","0470","011097",,,"Tract 110.97",,,,,,0,,,,
"G4100470011098",,,"G4100470011098",,,,"Oregon","41","410","Marion County","047","0470","011098",,,"Tract 110.98",,,,,,9,,,,
"G4100470011198",,,"G4100470011198",,,,"Oregon","41","410","Marion County","047","0470","011198",,,"Tract 111.98",,,,,,0,,,,
"G4100470011298",,,"G4100470011298",,,,"Oregon","41","410","Marion County","047","0470","011298",,,"Tract 112.98",,,,,,0,,,,
"G4100470031100",,,"G41004700311",,,,"Oregon","41","410","Marion County","047","0470","031100",,,"Tract 311",,,,,,0,,,,
"G4100490970100",,,"G41004909701","G4100490970100","G4100490970100","G4100490970100","Oregon","41","410","Morrow County","049","0490","970100",,,"BNA 9701","Census Tract 9701","Census Tract 9701","Census Tract 9701, Morrow County, Oregon",,,4444,7597,7997,7772,288
"G4100490970200",,,"G41004909702","G4100490970200","G4100490970200","G4100490970200","Oregon","41","410","Morrow County","049","0490","970200",,,"BNA 9702","Census Tract 9702","Census Tract 9702","Census Tract 9702, Morrow County, Oregon",,,3181,3398,3176,3374,288
"G4100510000100","G41005100001","G41005100001","G41005100001","G4100510000100","G4100510000100","G4100510000100","Oregon","41","410","Multnomah County","051","0510","000100","Tract    1","State: 41 County: 051 Tract: 1","Tract 1","Census Tract 1","Census Tract 1","Census Tract 1, Multnomah County, Oregon",6058,5314,5563,5211,5927,5903,448
"G4100510000200","G41005100002","G41005100002","G41005100002","G4100510000200","G4100510000200","G4100510000200","Oregon","41","410","Multnomah County","051","0510","000200","Tract    2","State: 41 County: 051 Tract: 2","Tract 2","Census Tract 2","Census Tract 2","Census Tract 2, Multnomah County, Oregon",5687,5478,5584,5603,5777,5940,335
"G4100510000301","G4100510000301","G4100510000301","G4100510000301","G4100510000301","G4100510000301","G4100510000301","Oregon","41","410","Multnomah County","051","0510","000301","Tract    3.01","State: 41 County: 051 Tract: 3.01","Tract 3.01","Census Tract 3.01","Census Tract 3.01","Census Tract 3.01, Multnomah County, Oregon",3252,4502,4652,4595,5041,5248,437
"G4100510000302","G4100510000302","G4100510000302","G4100510000302","G4100510000302","G4100510000302","G4100510000302","Oregon","41","410","Multnomah County","051","0510","000302","Tract    3.02","State: 41 County: 051 Tract: 3.02","Tract 3.02","Census Tract 3.02","Census Tract 3.02","Census Tract 3.02, Multnomah County, Oregon",7800,6711,6625,6653,6709,6768,383
"G4100510000401","G4100510000401","G4100510000401","G4100510000401","G4100510000401","G4100510000401","G4100510000401","Oregon","41","410","Multnomah County","051","0510","000401","Tract    4.01","State: 41 County: 051 Tract: 4.01","Tract 4.01","Census Tract 4.01","Census Tract 4.01","Census Tract 4.01, Multnomah County, Oregon",3731,3386,3379,3223,3418,3454,162
